product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
Rum - Mount Gay Eclipes,874,171.29,5/17/2023,Browsedrive,PO Box 67393,electronics,17.26,6948589482882,287
Hot Chocolate - Individual,707,128.83,8/3/2022,Dynazzy,8th Floor,home goods,7.36,8136550315469,251
Appetizer - Tarragon Chicken,834,957.68,3/15/2023,Flipstorm,6th Floor,clothing,11.79,8383487621198,335
Turkey Tenderloin Frozen,936,960.26,4/28/2022,Photolist,Apt 1823,home goods,85.51,6298564251510,22
"Lemonade - Black Cherry, 591 Ml",965,192.3,6/3/2023,Youfeed,Suite 87,electronics,96.46,4586429357177,317
The Pop Shoppe - Lime Rickey,713,13.25,11/5/2023,Jetpulse,2nd Floor,electronics,21.44,6946687105334,29
Food Colouring - Orange,94,212.87,2/22/2023,Jabbersphere,Apt 928,home goods,64.45,5876673328984,173
Paper Cocktail Umberlla 80 - 180,133,403.27,7/19/2022,Zoombox,Apt 1137,electronics,56.11,2062168542026,177
Parsley - Fresh,48,23.73,7/2/2022,Bubblebox,PO Box 891,electronics,50.0,3558788672025,142
Breadfruit,689,657.55,9/11/2023,Pixope,Room 995,clothing,67.43,7921637244306,253
Bag Clear 10 Lb,513,172.59,8/19/2023,Jaxbean,8th Floor,clothing,73.3,8642475856427,254
Pie Box - Cello Window 2.5,509,33.8,2/28/2022,Teklist,11th Floor,clothing,56.73,8224987528921,31
Tuna - Sushi Grade,452,267.96,4/23/2023,Voomm,Suite 12,home goods,10.08,3919989312321,34
Sprouts - China Rose,954,818.74,10/24/2023,Livefish,19th Floor,home goods,8.35,8190714142522,340
Spinach - Packaged,494,699.14,12/30/2022,Youspan,PO Box 8170,home goods,98.24,4993874337674,52
Miso - Soy Bean Paste,202,984.36,11/15/2022,Ailane,7th Floor,electronics,95.89,6946111428222,336
Jolt Cola,71,458.04,12/5/2023,Voomm,PO Box 4344,electronics,13.22,9802296025426,18
Vinegar - Sherry,233,999.0,12/13/2023,Dynabox,Apt 1677,electronics,73.29,1926662513643,7
Persimmons,172,228.83,4/23/2022,Vinte,Apt 761,home goods,55.03,5971811851143,294
Curry Powder Madras,589,694.44,9/27/2022,Dynabox,Room 45,clothing,67.55,7162021142395,114
Lamb - Loin Chops,798,854.75,8/15/2022,Mydo,PO Box 73018,electronics,93.32,4906242994620,334
Lamb - Whole Head Off,897,426.67,1/15/2023,Centimia,1st Floor,home goods,36.37,5080157345693,75
Wine - Tio Pepe Sherry Fino,108,769.73,11/11/2022,Myworks,Apt 579,clothing,4.64,3657559787090,38
Cheese - Gorgonzola,392,860.17,6/22/2023,Skajo,Suite 38,home goods,93.07,5383289349723,133
Pasta - Angel Hair,228,839.56,4/27/2023,Ailane,Apt 856,electronics,0.49,1168930340037,126
Persimmons,800,123.52,7/19/2022,Trilith,Suite 60,electronics,28.26,2623358630062,108
"Cheese - Mozzarella, Buffalo",916,968.5,7/22/2022,Vipe,Apt 1147,electronics,69.47,8858806479752,194
"Pork - Ham, Virginia",995,966.69,7/25/2022,Tavu,Room 1127,clothing,9.25,3036726532219,228
"Mushroom - Chantrelle, Fresh",210,890.73,5/24/2022,Babblestorm,Suite 85,electronics,52.54,8321836054528,330
"Wine - White, Colubia Cresh",483,344.96,1/13/2022,Feedbug,Room 970,home goods,14.65,9812505134869,40
Squash - Pepper,319,589.6,11/18/2023,Plambee,Apt 167,clothing,12.9,5211552636911,348
Icecream Cone - Areo Chocolate,344,183.77,1/4/2022,Ntags,11th Floor,electronics,83.91,2689992509781,134
"Loaf Pan - 2 Lb, Foil",697,833.3,8/3/2023,Gigashots,Apt 1524,electronics,44.49,7952894549512,143
Foam Cup 6 Oz,935,816.63,10/25/2023,Ntags,Room 1495,clothing,88.46,8238067947859,363
Celery,696,708.56,1/29/2023,Eamia,Apt 1808,home goods,9.42,2247218870232,175
Lettuce - Iceberg,842,796.6,5/5/2023,Centidel,Apt 906,home goods,11.74,3577704196364,142
Soup - Campbells Beef Noodle,240,216.57,12/24/2023,Tekfly,PO Box 7422,electronics,40.11,3175947621398,279
Mushroom - Portebello,111,786.4,10/31/2022,Oyoba,PO Box 31970,clothing,68.63,7168669690677,53
Muffins - Assorted,591,743.22,8/13/2022,Ozu,PO Box 86303,clothing,48.29,2832582369032,325
Food Colouring - Red,979,293.61,9/27/2023,Voomm,3rd Floor,clothing,28.48,8291466927115,193
Apple - Northern Spy,854,167.68,2/22/2023,Riffpath,Apt 1564,clothing,86.17,4617559039489,46
Cheese - Parmigiano Reggiano,191,626.08,5/24/2022,Trudoo,Suite 11,electronics,69.35,2392213106933,211
Red Cod Fillets - 225g,545,832.06,6/30/2023,Brainlounge,Apt 1929,electronics,38.25,3727465350814,119
Sauce - Caesar Dressing,610,362.01,7/3/2022,Kwideo,Room 1402,electronics,75.79,2432831539678,219
Hot Choc Vending,627,969.12,1/24/2023,Realmix,PO Box 8581,clothing,56.55,2939971040990,249
Hersey Shakes,873,366.31,8/11/2023,Lajo,Apt 257,clothing,15.45,5842391649859,103
Chambord Royal,890,935.71,11/9/2022,Feedbug,PO Box 9605,clothing,98.4,9214904472607,105
Wine - Maipo Valle Cabernet,695,945.89,1/24/2022,Youfeed,Suite 93,home goods,66.2,1419165395856,345
Clementine,177,575.62,3/12/2022,Chatterbridge,PO Box 44260,home goods,59.36,6083178209591,134
Artichokes - Jerusalem,377,339.35,8/4/2023,Jabbertype,PO Box 41897,electronics,81.61,5313551755365,269
Higashimaru Usukuchi Soy,234,578.96,10/25/2023,Fatz,PO Box 61044,home goods,51.94,7048635491000,29
Pear - Asian,653,851.03,7/17/2023,Aibox,Apt 1631,clothing,45.91,1843327034437,256
Veal - Heart,933,421.7,5/4/2022,Blogtags,Suite 56,clothing,20.2,2443775237039,101
Broom And Brush Rack Black,390,296.58,12/25/2023,Plambee,3rd Floor,electronics,2.06,2055477968896,121
Pepper - Cayenne,500,644.88,4/9/2022,Pixonyx,Room 1952,clothing,6.09,4275207455092,326
Veal - Liver,613,357.64,8/29/2023,Linktype,16th Floor,electronics,41.59,3843163300600,112
Pork - Liver,821,874.06,12/12/2023,Skibox,Apt 848,home goods,80.99,7105965255387,94
"Salmon - Smoked, Sliced",292,51.97,12/6/2022,Twimbo,Suite 12,home goods,45.85,1762059658547,178
The Pop Shoppe - Cream Soda,32,460.49,2/11/2022,Meemm,Apt 445,home goods,39.75,4110714136344,48
Lamb - Ground,49,527.37,12/8/2023,Skivee,Apt 1308,home goods,84.26,2732640431833,213
Beer - Sleemans Cream Ale,324,203.28,10/24/2022,Jabbersphere,Apt 1414,home goods,13.65,7250981191064,11
Cake Sheet Combo Party Pack,318,949.38,3/23/2023,Skaboo,Room 1979,electronics,91.19,1386896585505,1
Tomatillo,259,395.14,6/1/2023,Meedoo,Suite 70,electronics,75.47,5831552907878,138
Pepper - Red Chili,263,543.31,5/20/2023,Abata,PO Box 80426,electronics,53.88,5145367925005,365
Sour Cream,160,407.31,5/18/2022,Photojam,Suite 66,electronics,35.14,1423788238065,227
"Tarragon - Primerba, Paste",605,320.92,4/23/2022,Shufflester,11th Floor,clothing,95.94,3639906275301,30
Cheese - Brick With Pepper,862,638.92,12/28/2023,Npath,Room 1461,clothing,28.32,3652294689584,344
Butter Ripple - Phillips,213,312.53,1/1/2022,Youtags,12th Floor,electronics,26.47,5081120159100,246
Zucchini - Yellow,495,76.6,9/13/2022,Centimia,PO Box 19905,electronics,31.86,3374586701481,99
"Nut - Almond, Blanched, Sliced",19,983.58,10/11/2022,Pixope,PO Box 93499,electronics,19.11,7701128011015,100
Bread Base - Gold Formel,115,24.74,12/10/2023,Zoonder,Room 821,home goods,33.58,9158716164881,126
Sugar Thermometer,526,652.05,6/7/2023,Devbug,11th Floor,clothing,8.88,2895772807815,274
Eggroll,725,83.15,9/30/2022,Aibox,Apt 1846,electronics,72.31,9747252247768,157
Straws - Cocktale,726,497.87,9/29/2022,Quimba,7th Floor,home goods,77.38,1687143180526,235
Food Colouring - Orange,833,833.3,5/1/2023,Kwimbee,Apt 38,home goods,78.76,1604672519327,295
"Spoon - Soup, Plastic",103,170.35,1/2/2023,Fanoodle,PO Box 37669,clothing,61.25,7884085775213,250
"Mushrooms - Black, Dried",531,626.98,11/25/2022,Mybuzz,Apt 1144,electronics,88.63,3377871301701,110
Tarts Assorted,416,637.0,5/8/2022,Flipopia,Room 88,electronics,27.94,6021483125545,12
"Veal - Leg, Provimi - 50 Lb Max",804,684.79,5/28/2023,Fiveclub,9th Floor,electronics,59.28,2259388277323,323
"Sugar - Sweet N Low, Individual",501,298.36,7/9/2023,Wordware,Apt 433,electronics,81.39,6429622412826,314
Sauce - Demi Glace,677,765.48,7/31/2022,Digitube,Room 1090,home goods,81.28,3299932889298,3
Steam Pan Full Lid,93,175.09,11/9/2023,Tagchat,Apt 1864,electronics,87.46,6050756904038,14
Coffee - 10oz Cup 92961,686,593.21,8/3/2023,Photobean,Apt 896,electronics,31.25,9676493087611,37
Beef - Ground Lean Fresh,850,910.27,5/20/2022,Jayo,Suite 14,clothing,95.1,4320843841257,66
Trueblue - Blueberry Cranberry,923,993.69,7/26/2022,Riffpedia,Apt 774,electronics,65.86,6657137314520,263
"Soup - Knorr, Country Bean",701,232.83,2/3/2022,Vimbo,Suite 79,clothing,83.95,2962244856866,349
Milk - 2%,167,295.03,3/26/2023,Realpoint,Apt 905,home goods,29.97,1940260562686,261
Pear - Packum,740,924.14,6/28/2022,Divape,Apt 119,home goods,4.86,3939530219015,12
Rice - 7 Grain Blend,806,86.53,12/8/2022,Thoughtsphere,Apt 1162,home goods,40.05,7014402514026,259
Squid - U 5,757,454.22,5/18/2022,Avaveo,Apt 1117,home goods,54.23,7554794720613,68
Puree - Passion Fruit,862,650.22,12/28/2022,Dabjam,Apt 822,home goods,77.48,7930284262560,275
Ham - Cooked Bayonne Tinned,545,665.94,8/10/2022,Vinte,Apt 1571,home goods,45.94,6214235826621,202
Coffee - Decafenated,722,56.61,4/19/2023,Chatterbridge,Suite 67,clothing,41.55,2889890012773,251
Liquid Aminios Acid - Braggs,894,77.08,10/20/2023,Eadel,Suite 17,clothing,40.94,6513105401213,302
Lobster - Tail 6 Oz,558,627.81,2/6/2022,Quire,Suite 18,clothing,95.4,7850592927468,237
"Butter - Salted, Micro",502,809.79,5/22/2023,Aimbo,Room 1552,home goods,87.5,4699689732692,6
Duck - Whole,159,170.57,1/15/2022,Zoomcast,Suite 13,home goods,9.99,6597373047871,78
Broom Handle,367,572.25,6/2/2022,Mycat,PO Box 21436,electronics,9.05,3452499496794,266
"Tarragon - Primerba, Paste",668,145.29,9/8/2022,Topiclounge,Suite 90,electronics,20.34,7223580148593,142
Artichokes - Jerusalem,693,672.83,7/19/2023,Aibox,Suite 37,clothing,98.43,1218326709688,109
Cheese - Roquefort Pappillon,933,787.66,10/12/2022,Talane,Suite 44,electronics,83.97,7501731622068,125
"Soup - Knorr, Ministrone",7,438.46,1/5/2023,Yamia,PO Box 23532,home goods,32.19,4862642646036,161
"Pepper - Black, Ground",922,114.38,11/7/2023,Lajo,Apt 893,home goods,96.38,1615150457461,242
Spice - Montreal Steak Spice,2,26.65,10/29/2022,Riffpedia,7th Floor,clothing,72.79,5388385161287,90
Meldea Green Tea Liquor,315,370.02,8/7/2023,Abata,Apt 1497,electronics,42.39,8966436704000,87
Dried Peach,750,301.68,11/30/2022,Demimbu,2nd Floor,home goods,11.67,7263604752083,254
Raspberries - Frozen,348,117.57,10/10/2023,Abatz,Suite 54,clothing,51.98,4383729818617,208
Wanton Wrap,361,837.22,10/15/2023,Voonix,Room 1219,home goods,53.68,8720702325747,38
Rabbit - Frozen,618,17.9,1/29/2022,Skaboo,Apt 1329,home goods,15.65,7749320484347,95
Cabbage - Green,726,480.64,9/12/2022,Realblab,Suite 61,clothing,72.1,1084873944481,329
Sardines,576,301.9,1/17/2022,Thoughtbeat,Apt 735,clothing,87.35,2792474031538,237
Cookies - Assorted,705,865.83,1/28/2023,Latz,Room 316,electronics,36.98,2367957187343,196
Lettuce - Belgian Endive,465,832.23,3/6/2022,Janyx,Suite 53,electronics,75.93,9133202737373,15
Samosa - Veg,232,930.54,12/15/2023,Yakidoo,Suite 20,home goods,21.53,8221322936369,179
Cheese - La Sauvagine,654,818.63,5/31/2022,Gigaclub,17th Floor,clothing,66.58,8513037160353,345
Oil - Coconut,734,104.01,6/15/2023,Brightdog,PO Box 57784,clothing,91.4,4158168362774,263
Tequila - Sauza Silver,467,4.81,10/29/2023,Fadeo,9th Floor,home goods,27.8,9602495142225,297
Pork Casing,760,495.59,6/11/2022,Yodoo,Apt 1149,home goods,26.78,7356548181671,76
Sausage - Meat,5,950.85,9/6/2022,Edgetag,Apt 165,clothing,71.81,7777655486893,218
Tomatoes,198,213.11,8/14/2022,Ainyx,Room 1156,home goods,23.46,5991372636479,187
Pate - Peppercorn,615,199.05,2/4/2022,Zoozzy,Room 606,electronics,93.24,4849017825949,170
Olives - Kalamata,121,293.2,6/1/2023,Vitz,Suite 41,electronics,51.37,4198592746438,263
"Beans - Black Bean, Canned",743,929.13,7/19/2022,Realmix,9th Floor,clothing,93.3,5067151647685,119
Wine - Toasted Head,515,268.07,8/14/2023,Zoonder,Suite 6,clothing,20.65,2952005340143,128
"Wine - Red, Wolf Blass, Yellow",423,845.6,4/16/2023,Skipfire,Suite 10,electronics,27.94,8122059273389,100
"Beef - Ox Tongue, Pickled",469,695.66,9/29/2023,LiveZ,Room 1194,clothing,17.79,6027866956667,4
"Beef - Bones, Marrow",120,848.99,7/15/2023,Digitube,PO Box 91499,electronics,83.63,1879817415160,338
"Tabasco Sauce, 2 Oz",167,305.21,12/5/2022,Browseblab,Suite 88,home goods,23.48,9950280523404,238
Beans - Fava Fresh,267,784.22,3/10/2023,Linkbridge,Room 253,home goods,12.96,5850879280471,334
Wiberg Cure,885,84.62,12/22/2022,Feedfire,20th Floor,clothing,61.82,8306302012089,15
"Fish - Halibut, Cold Smoked",170,144.95,6/25/2023,Brainverse,PO Box 71365,clothing,56.76,7390933746194,308
Beef Dry Aged Tenderloin Aaa,885,814.58,5/3/2023,Babbleopia,Room 1419,clothing,51.15,5451029446598,79
Sauce - Chili,55,550.78,6/19/2023,Fivechat,Apt 1520,clothing,35.94,8913769850434,239
Kippers - Smoked,375,441.1,1/26/2022,Browsecat,Apt 1101,home goods,42.5,5578259223259,267
Campari,76,433.27,5/28/2023,Divape,19th Floor,electronics,63.65,2869957950318,351
Wine - Two Oceans Sauvignon,206,179.66,10/18/2022,Dabjam,Apt 489,clothing,35.21,6382527253100,241
Lettuce - Arugula,750,154.64,5/13/2022,Quatz,Suite 27,home goods,19.71,8460501759581,290
"Sauce - Black Current, Dry Mix",458,128.91,9/12/2022,Roombo,PO Box 71598,home goods,24.57,3531855728326,311
Wine - Chateau Bonnet,200,151.01,4/2/2023,Realcube,PO Box 36417,clothing,19.22,2969583193840,296
"Vermacelli - Sprinkles, Assorted",5,909.16,10/23/2023,Mydo,Room 542,electronics,58.94,6482762867145,125
Tequila - Sauza Silver,105,215.71,10/24/2023,Voonte,PO Box 79432,clothing,8.68,2270692899554,350
Lettuce - Arugula,671,883.19,5/25/2023,Thoughtsphere,6th Floor,clothing,14.96,2529406803781,77
"Turnip - White, Organic",357,588.8,10/28/2023,Yombu,Apt 1093,clothing,67.18,2474049549756,3
Potatoes - Peeled,467,772.29,8/1/2023,Ozu,Suite 75,home goods,52.4,5694719748231,320
"Sauce - Soya, Light",428,710.97,10/4/2023,Photojam,Room 1123,clothing,67.72,7702772975190,274
Radish - Pickled,237,332.32,2/17/2023,Talane,Apt 1216,home goods,57.11,1059987314340,214
Brandy Apricot,635,606.34,8/11/2022,Dynazzy,Apt 831,clothing,46.91,8858314777987,156
Sour Puss Sour Apple,995,709.16,8/1/2023,Ozu,7th Floor,electronics,77.03,2134648580695,195
Hersey Shakes,804,657.15,6/28/2023,Eare,Room 1135,electronics,82.19,5888642290752,33
"Cheese - Mozzarella, Buffalo",344,293.56,11/29/2022,Dazzlesphere,Suite 39,home goods,74.65,3725779482406,216
Wasabi Powder,489,448.95,5/2/2022,Quire,Room 802,clothing,2.63,3494760186058,125
Clam Nectar,653,544.49,8/5/2023,Gigabox,Apt 522,electronics,42.9,3288819842662,1
"Carrots - Mini, Stem On",703,227.55,9/21/2023,Pixoboo,PO Box 86798,electronics,18.26,6590339427905,207
Cranberries - Fresh,86,510.28,3/19/2022,Devpoint,Suite 65,home goods,43.12,4950282934016,72
Table Cloth 91x91 Colour,66,31.92,10/19/2022,Tagchat,13th Floor,electronics,53.71,1691822098040,231
Evaporated Milk - Skim,195,442.72,8/1/2023,Bluezoom,Suite 98,electronics,82.4,7218844312995,270
Jameson Irish Whiskey,521,390.58,2/2/2022,Zoovu,Suite 52,clothing,39.46,1597857946109,82
Rosemary - Dry,877,138.1,6/16/2023,Skilith,PO Box 12965,electronics,26.77,1149583294261,39
Sobe - Berry Energy,505,795.31,12/25/2023,Riffpedia,8th Floor,electronics,57.96,9392100311583,132
Pastry - French Mini Assorted,95,451.36,5/24/2023,Jabbersphere,Room 795,home goods,22.19,6724996697767,126
"Salmon - Atlantic, Skin On",60,596.68,11/9/2023,Centimia,Suite 69,home goods,79.29,2711647704519,219
Cake Sheet Combo Party Pack,350,517.42,7/6/2023,Ainyx,7th Floor,home goods,66.68,3923314571426,135
Pork - Bones,780,597.23,7/29/2023,Photofeed,Room 758,home goods,95.27,3550004802996,58
Meldea Green Tea Liquor,229,195.28,6/21/2023,Youspan,PO Box 50737,clothing,63.17,3760139202730,72
"Tuna - Canned, Flaked, Light",856,772.92,11/30/2022,Flashspan,Room 678,home goods,34.52,1196502076688,141
Coffee Beans - Chocolate,510,488.17,10/16/2022,Roodel,6th Floor,electronics,29.65,5777696686376,177
Coffee - 10oz Cup 92961,717,869.41,10/29/2023,Oyonder,PO Box 14840,home goods,51.87,7412653475743,163
Seedlings - Clamshell,672,530.56,1/25/2022,Linklinks,Suite 11,electronics,87.7,6911517991049,332
"Soup - Knorr, Ministrone",616,945.47,8/15/2023,Katz,Suite 56,electronics,51.3,5761232214387,106
Easy Off Oven Cleaner,441,102.22,7/30/2022,Rhynoodle,Room 1205,clothing,61.23,1143172125970,98
"Salmon - Smoked, Sliced",609,349.34,1/12/2022,Skajo,Apt 44,clothing,19.79,5486012486915,95
Ice Cream Bar - Oreo Cone,516,524.38,8/5/2022,Zoozzy,Apt 1778,home goods,8.54,9542330317094,90
Wine - Delicato Merlot,843,940.7,10/24/2023,Kwinu,Room 1894,home goods,86.9,7318749413791,359
Beer - Labatt Blue,9,749.27,2/21/2022,Meezzy,Apt 1410,home goods,5.28,7554283199102,53
Bagel - Everything Presliced,534,462.55,6/14/2022,Vidoo,PO Box 65215,electronics,82.81,4971495022579,31
Grapefruit - White,277,816.2,7/7/2023,Fivechat,Room 1094,home goods,58.45,8676634898274,176
Tea Peppermint,226,72.63,7/30/2022,Innotype,PO Box 70470,clothing,16.6,6454311987212,210
"Lemonade - Black Cherry, 591 Ml",142,193.5,10/10/2023,Jabberbean,Suite 83,clothing,55.0,3839275103561,337
Beets,338,281.71,3/29/2023,Browsecat,PO Box 52009,clothing,91.1,9578430850861,28
"Basil - Dry, Rubbed",192,556.43,11/14/2022,Brightbean,Apt 515,electronics,14.57,3691793433030,127
"Chilli Paste, Sambal Oelek",765,91.7,11/24/2023,Youspan,Room 1738,clothing,67.07,9456691876073,79
Cheese - Marble,202,258.2,12/22/2022,Oyoyo,Room 270,clothing,68.54,6641214479405,290
Bread - Pumpernickel,129,349.24,9/13/2023,Myworks,Suite 97,home goods,28.87,6839176776155,217
Beef - Bresaola,331,353.27,4/14/2023,Wikivu,Room 1198,home goods,37.15,3953004954517,44
Glass Clear 7 Oz Xl,863,158.33,10/1/2022,Camimbo,Apt 1699,clothing,75.9,8962683383033,129
Sauce - Hollandaise,68,956.58,10/24/2022,Demizz,Room 463,electronics,13.2,9675243903395,56
Wine - Vidal Icewine Magnotta,531,444.84,3/4/2022,Oyope,Suite 84,home goods,60.27,4186675128932,245
Water Chestnut - Canned,994,328.12,7/4/2022,Centizu,Suite 42,electronics,81.03,5904777050272,58
Gatorade - Lemon Lime,422,111.35,8/29/2023,Jabbersphere,Room 667,clothing,38.24,8534755148316,245
Rice - Sushi,589,819.15,11/28/2022,Roomm,PO Box 53725,electronics,80.07,1039844367639,233
Alize Red Passion,155,923.31,1/19/2023,Innotype,Room 1877,clothing,70.33,6537371385451,242
Gelatine Leaves - Bulk,346,674.03,6/30/2023,InnoZ,Suite 24,electronics,21.12,6004008599952,320
Wine - Delicato Merlot,474,915.79,2/9/2022,Yabox,Room 1438,home goods,26.9,7687111151283,145
Onions - Pearl,626,689.74,9/8/2023,Jatri,Room 198,clothing,93.52,5658898656368,180
Chick Peas - Canned,568,900.31,2/6/2022,Topicware,Room 419,electronics,15.0,9875250572518,298
Cake - Lemon Chiffon,314,251.77,6/28/2023,Twinder,Apt 1201,clothing,86.82,3759039830966,319
Cheese - Colby,939,281.67,7/27/2023,Skinix,20th Floor,home goods,85.63,2674158018357,14
"Beef - Bones, Cut - Up",788,924.2,11/20/2022,Dynazzy,4th Floor,electronics,81.64,9267479022226,288
"Lettuce - Mini Greens, Whole",165,434.4,7/4/2023,Photofeed,Room 395,clothing,76.02,9138551062289,51
Cookies Almond Hazelnut,816,573.21,10/21/2022,Dabtype,PO Box 68668,home goods,86.16,7982718679520,98
Squash - Acorn,778,186.83,2/21/2022,Snaptags,Apt 1364,home goods,77.66,2727783580256,137
Island Oasis - Ice Cream Mix,154,672.1,4/9/2023,Quatz,Room 1784,clothing,69.08,6954633112219,197
Alize Sunset,400,410.74,11/9/2022,Talane,PO Box 99555,electronics,38.45,1460803268740,14
Flower - Commercial Spider,384,805.15,4/13/2023,Devbug,Room 153,home goods,8.32,6036950131902,70
Pork - Side Ribs,180,302.37,8/13/2023,Zoomzone,3rd Floor,clothing,32.48,8386351710390,319
Appetizer - Mushroom Tart,415,146.81,10/31/2022,Yozio,Room 1043,electronics,74.62,1153481235569,232
Potatoes - Fingerling 4 Oz,161,150.79,7/14/2022,Browsecat,Room 1518,electronics,55.64,1618158005894,187
"Lentils - Green, Dry",140,285.54,5/20/2022,Ntag,15th Floor,clothing,28.74,6729169639681,45
"Soup - Campbells, Beef Barley",61,985.75,4/12/2022,Fatz,Room 667,electronics,80.93,8770977300172,94
Cactus Pads,347,422.07,4/23/2022,Browsezoom,PO Box 55793,clothing,59.9,6140765941112,204
Wine - Pinot Noir Stoneleigh,620,950.9,1/2/2022,Skajo,10th Floor,clothing,56.94,6383525981244,232
Paper Towel Touchless,356,652.66,12/18/2022,Oyondu,PO Box 27369,clothing,57.35,2162946912597,307
Monkfish Fresh - Skin Off,380,10.59,12/29/2022,Mynte,Suite 59,clothing,55.12,4383801855281,190
"Lamb - Loin, Trimmed, Boneless",810,220.54,8/23/2023,Devbug,PO Box 53736,clothing,38.13,2644352770113,365
Lobster - Cooked,61,867.98,11/15/2022,JumpXS,Room 1102,clothing,52.43,7861954210832,33
Petite Baguette,190,26.16,10/22/2022,Mymm,Room 1274,electronics,0.64,9688373148641,195
Flower - Carnations,41,470.57,10/12/2023,Plambee,Room 1415,home goods,76.19,2623438900548,148
Cheese - Brick With Pepper,54,801.93,5/13/2022,Eare,Room 799,home goods,66.28,6241601515111,123
Oven Mitts - 15 Inch,151,839.31,2/21/2022,Trudoo,Room 1872,clothing,22.68,2456950530030,216
Pate Pans Yellow,321,601.86,4/9/2023,Ainyx,Suite 97,home goods,29.56,7891215855383,167
